source,band,roi,cohen_d,hedges_g,mwu_p,fdr_q,fdr_sig,univar_auc,univar_auc_dev,mutual_info
M1,slow4,59,0.0822289171698891,0.0821641189688096,0.11347295046166976,0.23210376230796087,False,0.5296350943645532,0.02963509436455325,0.0
M1,slow4,60,0.15394737918524787,0.1538260652536598,0.022997664131852207,0.07960729891794995,False,0.5425664515844877,0.042566451584487686,0.0
M1,slow4,61,0.17488960312642438,0.1747517862602885,0.005987834216996214,0.03028470348100426,True,0.5514589618798036,0.05145896187980359,0.0
M1,slow4,62,0.10749364875280121,0.10740894138577772,0.4073552073004104,0.4904258223236984,False,0.5155145455746658,0.015514545574665806,0.0
M1,slow4,63,0.13500228497546016,0.13489590019612568,0.04851588621889827,0.12842440469708366,False,0.5369376114867097,0.03693761148670971,0.004252195050041596
M1,slow4,64,0.05718286269266622,0.057137801335146385,0.45553529636939005,0.530878675420921,False,0.5139730009469489,0.013973000946948866,0.0005623912967120948
M1,slow4,65,0.1518457807379357,0.1517261229122951,0.04548829495144575,0.12475327171581642,False,0.5374485234204673,0.03744852342046734,0.007839184289546663
M1,slow4,66,0.08248097656685661,0.0824159797374107,0.11865942669138727,0.23731885338277453,False,0.5292166751084586,0.0292166751084586,0.019014847022567727
M1,slow4,67,0.05057678456593318,0.050536928943737805,0.39000400617996656,0.48082685693420535,False,0.5160959281199762,0.016095928119976177,0.0
M1,slow4,68,0.056400592223262346,0.056356147312132905,0.46009485203146483,0.530878675420921,False,0.5138320597238433,0.01383205972384327,0.00143464347075839
M1,slow4,69,0.043395935899450275,0.04336173894444677,0.9664109499874259,0.9664109499874259,False,0.5007905921733578,0.0007905921733577514,0.04050554843190257
M1,slow4,70,0.03384300273635612,0.03381633370346695,0.6652849927112339,0.7392055474569266,False,0.5081019181219582,0.008101918121958152,0.01946092084775719
M1,slow4,71,0.04141040451371011,0.04137777220124855,0.6652849927112339,0.7392055474569266,False,0.5081019181219582,0.008101918121958152,0.02090862437879437
M1,slow4,72,0.11167550239089015,0.11158749963092884,0.19996480663110372,0.33641955932132217,False,0.5239974454403311,0.02399744544033111,0.0
M1,slow4,73,0.1037085704488598,0.10362684580705613,0.24241723996913245,0.36978901012240545,False,0.52188773150697,0.021887731506969987,0.0
M1,slow4,74,0.21829428861707956,0.21812226790106926,0.006445435424112723,0.03053100990369184,True,0.5510053073179326,0.051005307317932624,0.0
M1,slow4,75,0.17437426658199892,0.17423685581243076,0.009927057591291436,0.04467175916081146,True,0.5482745711202626,0.048274571120262566,0.02757743713514138
M1,slow4,76,0.09600638312083005,0.09593072797258669,0.2658196631603478,0.3792795950988914,False,0.5208350767469004,0.02083507674690044,0.0
M1,slow4,77,0.09663674638010185,0.09656059449170146,0.2757476733357537,0.3792795950988914,False,0.5204078486643617,0.02040784866436174,0.014128486431897125
M1,slow4,78,0.07857523772276397,0.07851331870170584,0.16722873991851273,0.30715482842175806,False,0.5258605122332577,0.025860512233257693,0.0129001982192396
M1,slow4,79,0.04123235180533341,0.041199859802334725,0.3277541744142525,0.42139822424689605,False,0.5183245612103328,0.018324561210332768,0.0
M1,slow4,80,0.10318067886110265,0.10309937020951786,0.2144492388731869,0.33641955932132217,False,0.523244290779361,0.023244290779360965,0.0
M1,slow4,81,0.08352412444609282,0.08345830559310141,0.27813836973918704,0.3792795950988914,False,0.5203065471602546,0.020306547160254595,0.0
M1,slow4,82,0.1231928590772476,0.12309578038609137,0.03098548493904715,0.09959620158979442,False,0.5403906714527957,0.040390671452795734,0.0
M1,slow4,83,0.16157269762889095,0.16144537477811957,0.011107199421141396,0.04543854308648753,True,0.5475434385254024,0.04754343852540244,0.0
M1,slow4,84,0.16999075151727236,0.1698567950542958,0.014994839395791302,0.05623064773421738,False,0.5455438349225924,0.0455438349225924,0.0
M1,slow4,85,0.20502103489867643,0.2048594737994655,0.0002153653997376415,0.004845721494096933,True,0.5692792177762117,0.06927921777621171,0.02582543556872774
M1,slow4,86,0.19149158655458923,0.19134068695919554,0.005919438974308674,0.03028470348100426,True,0.5515294324913564,0.05152943249135644,0.0
M1,slow4,87,0.26520160725953396,0.26499262254144135,0.0002061710820772441,0.004845721494096933,True,0.569486225197648,0.06948622519764802,0.015672947910861046
M1,slow4,88,0.20492147515233308,0.20475999250839902,0.0022419441861399932,0.01681458139604995,True,0.557219934374243,0.057219934374243,0.0
M1,slow4,89,0.23110261999320741,0.2309205060294618,0.0007705574019924785,0.008668770772415383,True,0.5629676936290163,0.06296769362901633,0.008955591405135799
M1,classical,0,0.1290909643877191,0.1289892378594388,0.2133222003498244,0.3831759596252613,False,0.5233015481512475,0.02330154815124752,0.006859474824504108
M1,classical,1,0.11255755493865656,0.11246885710182547,0.3035942782136366,0.46310991591910666,False,0.5192627012266291,0.019262701226629098,0.004472668147873282
M1,classical,2,0.13023426179809064,0.13013163432622454,0.25066544700641324,0.41017982237413075,False,0.5215089519698738,0.02150895196987379,0.0
M1,classical,3,0.18540489208857663,0.18525878894272274,0.01275237017446131,0.05216878707734173,False,0.5466317249884384,0.04663172498843837,0.0
M1,classical,4,0.22142619662231458,0.2212517078936918,0.0038343206118908848,0.02654529654385997,True,0.554136845118809,0.05413684511880901,0.0
M1,classical,5,0.20762002280346287,0.2074564136444373,0.0057061026903299185,0.03131569980777632,True,0.5517540575656809,0.051754057565680855,0.0
M1,classical,6,0.26135200460068264,0.2611460534544252,0.0006724678160909682,0.010087017241364522,True,0.563667995331322,0.06366799533132195,0.019688115772972692
M1,classical,7,0.23796142892331523,0.23777391006679569,0.0012583973300854339,0.012583973300854338,True,0.5603867074808959,0.06038670748089592,0.0
M1,classical,8,0.2592229276822211,0.2590186542955527,0.0002475777532986862,0.0044563995593763514,True,0.5686141513796824,0.06861415137968241,0.0020249736595365775
M1,classical,9,0.3021851580378635,0.30194702946572965,2.5689549517446586e-05,0.0023120594565701927,True,0.5787971547490585,0.07879715474905846,0.0014594221511976535
M1,classical,10,0.15635097572239257,0.15622776770369878,0.030967169799290623,0.09953733149771986,False,0.5403950758660178,0.04039507586601776,0.033381979270295625
M1,classical,11,0.08828662975904822,0.08821705794678734,0.2998501880575485,0.46310991591910666,False,0.5194124512761787,0.019412451276178744,0.014295047791430981
